EMP_Id,Gender,Age_at_recruitment,Education_Level,Marital_Status_at_recruitment,Have_Children_at_recruitment,Work_Location,Office_Distance,Prior_Experience,No_of_Previous Employers,Interview result,Final test results, Initial Salary ,Direct_Indirect,Department,Religion,Meal Apply,JOB Grade,Last/Current Salary,Age,Marital_Status,Have_Children,Leaving Reason, Service Months ,Status_2021
1713701,F,37,O/L,MARRIED,HAVE CHILDREN,KGL,57,14,4,4,4,23700,DIRECT,PRODUCTION,HINDUISM,YES,C,25200,38,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),14,Inactive
1713821,F,22,Secondary,MARRIED,HAVE CHILDREN,KGL,52,0,0,5,5,17500,DIRECT,PRODUCTION,HINDUISM,YES,D,17500,22,MARRIED,HAVE CHILDREN,FAMILY RESTRICTION,1,Inactive
1713822,F,19,Secondary,MARRIED,NO CHILDEREN,KGL,51,0,0,5,5,17500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,17500,19,MARRIED,NO CHILDEREN,BETTER WORK OPPORTUNITY,1,Inactive
1713827,F,17,Secondary,SINGLE,NO CHILDEREN,KGL,50,0,0,5,5,17500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,17500,17,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,1,Inactive
1714125,F,19,O/L,SINGLE,NO CHILDEREN,KGL,60,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,19,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,2,Inactive
1714142,F,17,O/L,SINGLE,NO CHILDEREN,KGL,53,0,0,5,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,25500,18,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,8,Inactive
1714287,F,29,O/L,MARRIED,HAVE CHILDREN,KGL,55,9,3,1,1,30450,DIRECT,PRODUCTION,BUDDHISM,YES,A,32450,29,MARRIED,HAVE CHILDREN, -   ,6,Active
1714306,F,19,O/L,SINGLE,NO CHILDEREN,KGL,59,0,0,4,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,19,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,2,Inactive
1714307,F,22,O/L,MARRIED,HAVE CHILDREN,KGL,60,0,0,4,4,24000,DIRECT,PRODUCTION,BUDDHISM,YES,C,24500,22,MARRIED,HAVE CHILDREN,TRASFER TO ANOTHER LOCATION,2,Inactive
1714313,F,31,O/L,MARRIED,HAVE CHILDREN,KGL,52,9,3,3,3,26450,DIRECT,PRODUCTION,HINDUISM,YES,B,27450,31,MARRIED,HAVE CHILDREN, -   ,1,Active
1714428,F,20,A/L,SINGLE,NO CHILDEREN,KGL,56,0,0,5,5,20500,INDIRECT,WAREHOUSE,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,TRANSPORT ISSUE,2,Inactive
1714466,F,29,O/L,MARRIED,HAVE CHILDREN,KGL,58,7,2,3,3,26350,DIRECT,PRODUCTION,BUDDHISM,YES,B,27350,29,MARRIED,HAVE CHILDREN, -   ,1,Active
1714600,M,25,O/L,SINGLE,NO CHILDEREN,KGL,57,4,2,3,4,24200,INDIRECT,WAREHOUSE,HINDUISM,YES,C,25700,26,SINGLE,NO CHILDEREN,WORK RELATED ISSUE,5,Inactive
1914112,F,43,Secondary,MARRIED,HAVE CHILDREN,TLD,52,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,43,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914113,F,31,Secondary,MARRIED,HAVE CHILDREN,TLD,56,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,31,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914114,F,24,Secondary,MARRIED,HAVE CHILDREN,TLD,58,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,24,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914116,F,20,Secondary,MARRIED,NO CHILDEREN,TLD,57,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,20,MARRIED,NO CHILDEREN,DISCIPLINARY ISSUE (AB),2,Inactive
1914117,F,35,Secondary,MARRIED,HAVE CHILDREN,TLD,52,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,35,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914118,F,35,Secondary,MARRIED,HAVE CHILDREN,TLD,51,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,35,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914119,F,20,Secondary,SINGLE,NO CHILDEREN,TLD,50,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,20,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914126,F,21,Secondary,SINGLE,NO CHILDEREN,TLD,60,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,21,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914131,F,28,Secondary,SINGLE,NO CHILDEREN,TLD,53,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,28,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914133,F,19,Secondary,SINGLE,NO CHILDEREN,TLD,55,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914135,F,31,Secondary,MARRIED,HAVE CHILDREN,TLD,59,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,31,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914146,F,41,Secondary,MARRIED,HAVE CHILDREN,TLD,60,0,0,4,5,20500,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,D,20500,41,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914147,F,39,Secondary,MARRIED,HAVE CHILDREN,TLD,52,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,39,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914150,F,32,Secondary,MARRIED,HAVE CHILDREN,TLD,56,0,0,4,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,32,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914151,F,38,Secondary,MARRIED,HAVE CHILDREN,TLD,52,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,38,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914152,F,39,Secondary,MARRIED,HAVE CHILDREN,TLD,56,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,39,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914153,F,42,Secondary,MARRIED,HAVE CHILDREN,TLD,52,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,42,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914154,F,41,Secondary,MARRIED,HAVE CHILDREN,TLD,56,5,2,3,5,20750,DIRECT,PRODUCTION,HINDUISM,YES,D,20750,41,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914156,F,26,Secondary,MARRIED,HAVE CHILDREN,TLD,52,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,26,MARRIED,HAVE CHILDREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,1,Inactive
1914157,F,36,Secondary,MARRIED,HAVE CHILDREN,TLD,56,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,36,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914158,F,38,Secondary,MARRIED,HAVE CHILDREN,TLD,58,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,38,MARRIED,HAVE CHILDREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,2,Inactive
1914159,F,42,Secondary,MARRIED,HAVE CHILDREN,TLD,57,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,42,MARRIED,HAVE CHILDREN,WORK RELATED ISSUE,1,Inactive
1914172,F,32,Secondary,MARRIED,HAVE CHILDREN,TLD,52,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,32,MARRIED,HAVE CHILDREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,1,Inactive
1914197,F,41,Secondary,MARRIED,HAVE CHILDREN,TLD,51,0,0,5,5,20500,INDIRECT,PRODUCTION,BUDDHISM,YES,D,20500,41,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914313,M,30,O/L,SINGLE,NO CHILDEREN,TLD,50,7,3,3,3,26350,DIRECT,PRODUCTION,BUDDHISM,YES,C,26850,30,SINGLE,NO CHILDEREN, -   ,1,Active
221310,F,21,Secondary,SINGLE,NO CHILDEREN,TAL,60,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,21,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
221311,F,27,Secondary,MARRIED,HAVE CHILDREN,TAL,53,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,27,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
221317,F,41,Secondary,MARRIED,HAVE CHILDREN,TAL,55,0,0,3,5,20950,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20950,41,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
221328,F,28,Secondary,MARRIED,HAVE CHILDREN,TAL,59,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,28,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1713628,F,33,O/L,MARRIED,HAVE CHILDREN,KGL,60,12,3,1,1,28600,DIRECT,PRODUCTION,BUDDHISM,YES,A+,36100,35,MARRIED,HAVE CHILDREN, -   ,23,Active
1715081,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,61,0,0,5,5,20500,DIRECT,PRODUCTION,CHRISTIANITY,YES,D,20500,18,SINGLE,NO CHILDEREN, -   ,1,Active
1914326,F,31,Secondary,MARRIED,HAVE CHILDREN,TLD,78,10,3,2,3,26400,DIRECT,PRODUCTION,BUDDHISM,YES,C,27900,32,MARRIED,HAVE CHILDREN, -   ,13,Active
1914344,F,28,A/L,MARRIED,HAVE CHILDREN,TLD,68,7,2,1,1,30350,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A+,34850,29,MARRIED,HAVE CHILDREN, -   ,13,Active
1914362,F,19,Secondary,SINGLE,NO CHILDEREN,TLD,89,0,0,5,2,28000,DIRECT,PRODUCTION,BUDDHISM,YES,A+,32500,20,SINGLE,NO CHILDEREN, -   ,13,Active
1914371,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,61,0,0,5,4,23500,DIRECT,PRODUCTION,BUDDHISM,YES,C,25000,19,SINGLE,NO CHILDEREN, -   ,13,Active
1914393,F,26,O/L,SINGLE,NO CHILDEREN,TLD,61,5,2,2,1,30150,DIRECT,PRODUCTION,BUDDHISM,YES,A,33150,27,SINGLE,NO CHILDEREN, -   ,13,Active
1914401,F,21,O/L,MARRIED,NO CHILDEREN,TLD,63,0,0,5,2,28000,DIRECT,PRODUCTION,BUDDHISM,YES,A+,32500,22,MARRIED,NO CHILDEREN, -   ,13,Active
1914502,F,32,O/L,MARRIED,HAVE CHILDREN,TLD,74,11,3,2,1,30450,DIRECT,PRODUCTION,BUDDHISM,YES,A,33450,33,MARRIED,HAVE CHILDREN, -   ,11,Active
1914699,F,19,O/L,SINGLE,NO CHILDEREN,TLD,75,0,0,5,3,25500,DIRECT,PRODUCTION,BUDDHISM,YES,B,27500,20,SINGLE,NO CHILDEREN, -   ,7,Active
1914876,F,25,Secondary,MARRIED,HAVE CHILDREN,TLD,81,4,1,4,5,20900,DIRECT,PRODUCTION,BUDDHISM,YES,C,21400,25,MARRIED,HAVE CHILDREN, -   ,4,Active
1914934,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,88,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN, -   ,3,Active
1914985,F,28,Secondary,MARRIED,HAVE CHILDREN,TLD,76,7,2,3,5,21100,INDIRECT,CUTTING,BUDDHISM,YES,D,21100,28,MARRIED,HAVE CHILDREN, -   ,2,Active
1707763,F,27,Secondary,MARRIED,HAVE CHILDREN,KGL,62,7,2,2,2,25350,DIRECT,PRODUCTION,BUDDHISM,YES,A,28350,28,MARRIED,HAVE CHILDREN, -   ,19,Active
1712437,F,34,Secondary,MARRIED,HAVE CHILDREN,KGL,65,14,4,1,2,25700,DIRECT,PRODUCTION,BUDDHISM,YES,A,27700,34,MARRIED,HAVE CHILDREN,FOREIGN EMPLOYMENT OPPORTUNITY,8,Inactive
1712450,F,31,O/L,MARRIED,HAVE CHILDREN,KGL,63,11,3,2,2,25550,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,A+,30050,32,MARRIED,HAVE CHILDREN,DO NOT USE,16,Inactive
1712453,F,18,O/L,SINGLE,NO CHILDEREN,KGL,62,0,0,4,2,25000,DIRECT,PRODUCTION,BUDDHISM,YES,A,31000,20,SINGLE,NO CHILDEREN,FAMILY RESTRICTION,26,Inactive
1712648,F,29,O/L,MARRIED,HAVE CHILDREN,KGL,68,9,3,2,2,25450,INDIRECT,FINISHING,BUDDHISM,YES,A,27450,29,MARRIED,HAVE CHILDREN,REASON WASN`T REVEALED,2,Inactive
1712669,F,26,Secondary,MARRIED,HAVE CHILDREN,KGL,78,0,0,5,5,15500,DIRECT,PRODUCTION,BUDDHISM,YES,D,16500,27,MARRIED,HAVE CHILDREN,BETTER WORK OPPORTUNITY,12,Inactive
1712676,F,17,Secondary,SINGLE,NO CHILDEREN,KGL,61,0,0,3,2,25000,DIRECT,PAD PRINTING,BUDDHISM,YES,B,30000,19,SINGLE,NO CHILDEREN,BETTER WORK OPPORTUNITY,28,Inactive
1712726,F,20,Secondary,MARRIED,NO CHILDEREN,KGL,78,2,2,3,4,20100,DIRECT,PRODUCTION,BUDDHISM,YES,B,22100,21,MARRIED,NO CHILDEREN,FOREIGN EMPLOYMENT OPPORTUNITY,9,Inactive
1712760,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,68,0,0,5,5,15500,DIRECT,PRODUCTION,BUDDHISM,YES,D,16500,19,SINGLE,NO CHILDEREN,DO NOT USE,4,Inactive
1712902,M,21,O/L,SINGLE,NO CHILDEREN,KGL,89,0,0,2,1,26000,DIRECT,PRODUCTION,BUDDHISM,YES,A,29000,22,SINGLE,NO CHILDEREN, -   ,13,Active
1712925,F,37,O/L,MARRIED,HAVE CHILDREN,KGL,61,17,5,1,1,26850,DIRECT,PRODUCTION,BUDDHISM,YES,A,32850,39,MARRIED,HAVE CHILDREN,DUE TO PREGNANCY,22,Inactive
1712967,F,19,Secondary,SINGLE,NO CHILDEREN,KGL,61,0,0,5,5,17500,INDIRECT,FINISHING,BUDDHISM,YES,D,17500,19,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,2,Inactive
1712977,F,20,O/L,MARRIED,NO CHILDEREN,KGL,63,0,0,4,4,23000,DIRECT,PRODUCTION,BUDDHISM,YES,C,23500,20,MARRIED,NO CHILDEREN,FAMILY RESTRICTION,3,Inactive
1713023,F,42,O/L,SINGLE,NO CHILDEREN,KGL,74,22,6,1,1,29100,DIRECT,PRODUCTION,BUDDHISM,YES,A,32100,43,SINGLE,NO CHILDEREN, -   ,20,Active
1713187,F,35,Secondary,MARRIED,HAVE CHILDREN,KGL,75,0,0,5,5,17500,DIRECT,PRODUCTION,BUDDHISM,YES,D,17500,35,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,2,Inactive
1713201,F,37,Secondary,MARRIED,HAVE CHILDREN,KGL,81,0,0,5,5,17500,DIRECT,PRODUCTION,BUDDHISM,YES,D,17500,37,MARRIED,HAVE CHILDREN,FOREIGN EMPLOYMENT OPPORTUNITY,3,Inactive
1713225,F,22,O/L,SINGLE,NO CHILDEREN,KGL,88,0,0,2,4,23000,DIRECT,PRODUCTION,BUDDHISM,YES,C,23500,22,SINGLE,NO CHILDEREN, -   ,3,Active
1713266,F,22,O/L,MARRIED,HAVE CHILDREN,KGL,76,0,0,4,4,23000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,23,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),14,Inactive
1713432,F,31,Secondary,MARRIED,HAVE CHILDREN,KGL,62,0,0,5,5,17500,DIRECT,PRODUCTION,HINDUISM,YES,D,17500,31,MARRIED,HAVE CHILDREN,RESIDENCIAL RELOCATION,1,Inactive
1713451,F,36,O/L,MARRIED,HAVE CHILDREN,KGL,65,16,4,1,1,28800,INDIRECT,FINISHING,BUDDHISM,YES,A,31800,37,MARRIED,HAVE CHILDREN, -   ,15,Active
1713477,F,39,O/L,MARRIED,HAVE CHILDREN,KGL,63,19,5,1,2,27950,INDIRECT,FINISHING,BUDDHISM,YES,A+,32450,40,MARRIED,HAVE CHILDREN,MEDICAL REASON,9,Inactive
1713537,F,44,O/L,MARRIED,HAVE CHILDREN,KGL,62,24,6,1,2,28200,DIRECT,PRODUCTION,BUDDHISM,YES,A,30200,44,MARRIED,HAVE CHILDREN, -   ,5,Active
1713832,F,23,Secondary,MARRIED,HAVE CHILDREN,KGL,68,0,0,4,5,17500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,17500,23,MARRIED,HAVE CHILDREN,TO TAKE CARE OF FAMILY,1,Inactive
1713892,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,65,0,0,5,5,17500,DIRECT,PRODUCTION,BUDDHISM,YES,D,18500,19,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,3,Inactive
1713948,M,20,O/L,SINGLE,NO CHILDEREN,KGL,62,0,0,5,5,20500,INDIRECT,FABRIC INSPECTION,HINDUISM,YES,D,20500,20,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,3,Inactive
1714107,F,17,Secondary,SINGLE,NO CHILDEREN,KGL,63,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,17,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1714238,F,27,O/L,MARRIED,HAVE CHILDREN,KGL,68,5,2,3,3,26250,INDIRECT,QUALITY ASSURANCE,BUDDHISM,YES,B,27250,27,MARRIED,HAVE CHILDREN, -   ,1,Active
1714489,F,18,Secondary,SINGLE,NO CHILDEREN,KGL,69,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,CHRISTIANITY,YES,D,20500,18,SINGLE,NO CHILDEREN,DESIRE TO STAY AT HOME,2,Inactive
1714604,F,24,O/L,SINGLE,NO CHILDEREN,KGL,65,1,1,3,3,26050,DIRECT,PRODUCTION,BUDDHISM,YES,B,28050,25,SINGLE,NO CHILDEREN, -   ,4,Active
1714608,F,41,Secondary,MARRIED,HAVE CHILDREN,KGL,63,0,0,5,5,20650,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20650,41,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,2,Inactive
1714613,F,19,O/L,MARRIED,NO CHILDEREN,KGL,74,0,0,4,3,26000,DIRECT,PRODUCTION,HINDUISM,YES,B,28000,20,MARRIED,NO CHILDEREN, -   ,4,Active
1714630,F,21,O/L,MARRIED,NO CHILDEREN,KGL,63,1,1,2,1,30050,DIRECT,PRODUCTION,BUDDHISM,YES,A,33050,22,MARRIED,NO CHILDEREN, -   ,5,Active
1714633,F,19,O/L,SINGLE,NO CHILDEREN,KGL,74,0,0,2,1,30000,DIRECT,PRODUCTION,BUDDHISM,YES,A,33000,20,SINGLE,NO CHILDEREN, -   ,4,Active
1714675,F,19,O/L,SINGLE,NO CHILDEREN,KGL,75,0,0,4,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,21500,20,SINGLE,NO CHILDEREN,MEDICAL REASON,4,Inactive
1714685,F,20,Secondary,SINGLE,NO CHILDEREN,KGL,81,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,CHRISTIANITY,YES,D,20500,20,SINGLE,NO CHILDEREN,WORK PLACE DISTANCE AND TRANSPORT ISSUE,1,Inactive
1714690,F,41,Secondary,MARRIED,HAVE CHILDREN,KGL,88,1,2,3,5,20550,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20550,41,MARRIED,HAVE CHILDREN,TO LOOK AFTER BABY,1,Inactive
1714700,M,22,O/L,SINGLE,NO CHILDEREN,KGL,76,1,1,3,2,28550,DIRECT,PRODUCTION,HINDUISM,YES,B,30550,23,SINGLE,NO CHILDEREN, -   ,2,Active
1714705,F,20,Secondary,MARRIED,NO CHILDEREN,KGL,62,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,21500,21,MARRIED,NO CHILDEREN,FAMILY RESTRICTION,2,Inactive
1714729,F,28,O/L,MARRIED,HAVE CHILDREN,KGL,65,5,2,3,4,24250,DIRECT,PRODUCTION,HINDUISM,YES,C,24750,28,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1913345,F,22,Secondary,SINGLE,NO CHILDEREN,TLD,63,0,0,5,5,17500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,17500,22,SINGLE,NO CHILDEREN,MEDICAL REASON,1,Inactive
1913962,F,30,O/L,MARRIED,HAVE CHILDREN,TLD,89,7,2,3,4,23350,DIRECT,PRODUCTION,HINDUISM,YES,C,24850,31,MARRIED,HAVE CHILDREN,BETTER WORK OPPORTUNITY,3,Inactive
1914111,M,19,Secondary,SINGLE,NO CHILDEREN,TLD,61,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,19,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914140,F,33,Secondary,MARRIED,HAVE CHILDREN,TLD,61,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,33,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914142,F,42,Secondary,MARRIED,HAVE CHILDREN,TLD,63,1,2,5,5,20550,DIRECT,PRODUCTION,HINDUISM,YES,D,20550,42,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914155,F,36,Secondary,MARRIED,HAVE CHILDREN,TLD,74,0,0,5,5,20500,DIRECT,PRODUCTION,BUDDHISM,YES,D,20500,36,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914173,F,25,Secondary,MARRIED,HAVE CHILDREN,TLD,75,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,25,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914183,F,28,Secondary,MARRIED,HAVE CHILDREN,TLD,81,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,28,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914189,F,27,Secondary,MARRIED,HAVE CHILDREN,TLD,88,0,0,5,5,20500,DIRECT,PRODUCTION,HINDUISM,YES,D,20500,27,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914198,F,25,Secondary,MARRIED,HAVE CHILDREN,TLD,76,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,25,MARRIED,HAVE CHILDREN,MEDICAL REASON,1,Inactive
1914201,F,24,Secondary,MARRIED,HAVE CHILDREN,TLD,62,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,24,MARRIED,HAVE CHILDREN,DISCIPLINARY ISSUE (AB),1,Inactive
1914203,F,21,Secondary,MARRIED,NO CHILDEREN,TLD,65,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,21,MARRIED,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914216,F,18,Secondary,SINGLE,NO CHILDEREN,TLD,63,0,0,4,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,18,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,2,Inactive
1914219,F,37,Secondary,MARRIED,HAVE CHILDREN,TLD,62,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,BUDDHISM,YES,D,20500,37,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914220,F,43,Secondary,MARRIED,HAVE CHILDREN,TLD,68,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,43,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914229,F,41,Secondary,MARRIED,HAVE CHILDREN,TLD,78,0,0,5,5,20500,INDIRECT,PRODUCTION,HINDUISM,YES,D,20500,41,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914234,F,33,Secondary,MARRIED,HAVE CHILDREN,TLD,61,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,33,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914247,F,21,Secondary,SINGLE,NO CHILDEREN,TLD,78,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,21,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914248,F,31,Secondary,MARRIED,HAVE CHILDREN,TLD,68,0,0,5,5,20500,INDIRECT,TRAINING SCHOOL,HINDUISM,YES,D,20500,31,MARRIED,HAVE CHILDREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914251,F,20,Secondary,SINGLE,NO CHILDEREN,TLD,89,0,0,5,5,20500,INDIRECT,PRODUCTION,HINDUISM,YES,D,20500,20,SINGLE,NO CHILDEREN,COMPANY RESTRUCTURING ISSUE,1,Inactive
1914315,F,21,O/L,SINGLE,NO CHILDEREN,TLD,61,0,0,5,3,26000,DIRECT,PRODUCTION,CHRISTIANITY,YES,C,27500,22,SINGLE,NO CHILDEREN, -   ,8,Active
1914316,F,33,O/L,MARRIED,HAVE CHILDREN,TLD,61,10,3,3,3,26500,DIRECT,PRODUCTION,HINDUISM,YES,C,27000,33,MARRIED,HAVE CHILDREN, -   ,5,Active
1914319,M,29,O/L,SINGLE,NO CHILDEREN,TLD,89,6,2,3,3,26300,DIRECT,PRODUCTION,HINDUISM,YES,C,26800,29,SINGLE,NO CHILDEREN, -   ,1,Active
1914322,F,20,O/L,SINGLE,NO CHILDEREN,TLD,61,0,0,5,4,24000,DIRECT,PRODUCTION,HINDUISM,YES,C,24500,20,SINGLE,NO CHILDEREN,DISCIPLINARY ISSUE (AB),1,Inactive
